epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,val_kendall_tau,lr,epoch_time_s
1,0.9253342965292553,0.4529087184292771,0.2449691648048068,0.8142415694892406,0.559484601020813,0.9398731589317322,0.5503180623054504,0.5006421804428101,0.5051404237747192,0.4059861530518867,0.001,62.22
2,0.783387956165132,0.5838870307694608,0.08797553749311537,0.7787730805575848,0.5877618789672852,0.9390904903411865,0.5884534120559692,0.4731476306915283,0.5431015491485596,0.4278735901337766,0.001,57.37
3,0.7711519996325175,0.5919320509817018,0.08295986174591004,0.7761457972228527,0.5901702046394348,0.9385486245155334,0.5915193557739258,0.4712812006473541,0.5395535230636597,0.4297636540793946,0.001,52.18
4,0.7664988788347395,0.5956156135200203,0.0712166851948178,0.7736176773905754,0.5932407379150391,0.9359596967697144,0.5914773941040039,0.4707995653152466,0.5432736277580261,0.4285007742375766,0.001,48.61
5,0.763619171248542,0.5975296703734904,0.07885218470815629,0.7705705314874649,0.5944850444793701,0.9376856088638306,0.5955294370651245,0.4678293466567993,0.5418147444725037,0.4311881552127186,0.001,45.15
6,0.7607854055979896,0.5991895165511089,0.08415891165061602,0.7697905898094177,0.5958296656608582,0.9367624521255493,0.596987783908844,0.46740788221359253,0.5453380942344666,0.43149613824382393,0.001,46.46
7,0.7582890845480419,0.6001764521161793,0.09221134204713125,0.7674685381352901,0.5955687761306763,0.9385887384414673,0.5980977416038513,0.46584248542785645,0.5453487634658813,0.43284302596309143,0.001,108.8
8,0.7558037477826315,0.6012730471884797,0.11781249697955828,0.7722961753606796,0.5928795337677002,0.9360399842262268,0.5905043482780457,0.4710805118083954,0.5379197001457214,0.4291688591394555,0.001,131.29
9,0.7545047080706037,0.6018063911554623,0.16976760221379145,0.7683811783790588,0.5948262214660645,0.9372240304946899,0.5941893458366394,0.4679497480392456,0.5435848236083984,0.4309443395822502,0.001,52.6
10,0.7517703629675365,0.6033216861644594,0.15033932331772076,0.7667090408504009,0.5973548889160156,0.9370434284210205,0.5977924466133118,0.46560168266296387,0.5487420558929443,0.4323605263575018,0.001,46.1
11,0.7492927398000445,0.6042787145911943,0.13071980285975668,0.765362735837698,0.5948061347007751,0.9401742219924927,0.598934531211853,0.46501967310905457,0.5479143857955933,0.4338918787625296,0.001,40.47
12,0.7472976767827594,0.6042189003145234,0.14402568488130493,0.7705090194940567,0.5947660207748413,0.936642050743103,0.5954557061195374,0.46859195828437805,0.5529038310050964,0.43194341717671086,0.001,40.53
13,0.7465231541603331,0.6053753096634948,0.14404685901744024,0.7645781561732292,0.5967729091644287,0.939110517501831,0.5989653468132019,0.46411657333374023,0.5780951380729675,0.4340202466556358,0.001,46.97
14,0.7443994605352008,0.606038251229931,0.14645256847143173,0.7650757916271687,0.5973749756813049,0.9386489391326904,0.5995331406593323,0.46397608518600464,0.5808020830154419,0.43397073597914004,0.001,47.46
15,0.7433160420448061,0.6057541334157441,0.1520492203297123,0.7648284174501896,0.5966324210166931,0.9386088252067566,0.597973108291626,0.4647587835788727,0.5793871283531189,0.43329593448464065,0.001,46.31
