epoch,train_loss,val_loss,qwk,cat_acc,mae,balanced_acc,within_one_acc,spearman,ece,nll,cat_acc_0,cat_acc_1,cat_acc_2
1,2.4558667266179643,2.298543870449066,0.1357795023726714,0.3714893087744713,0.7886494696140289,0.3747792740662892,0.8398612141609192,0.12632994800851544,0.09859951678663492,1.1483528316020966,0.4008925072848797,0.42369599640369415,0.29974931851029396
2,2.1272489740735008,1.8122212290763855,0.46417881970739805,0.5292746499180794,0.5713949501514435,0.5140323117375374,0.8993303775787354,0.4493811440353479,0.03751478414051235,0.9539695382118225,0.5733633860945702,0.29559600353240967,0.6731375455856323
3,1.6201539190988692,1.5235239565372467,0.5909126972965313,0.5997952744364738,0.4776750020682812,0.574404327198863,0.9225296974182129,0.5442253022133962,0.07953722728416324,0.8637414798140526,0.7492559477686882,0.19027255661785603,0.7836844772100449
4,1.4991771512561374,1.4811124801635742,0.6057958838671993,0.6096059009432793,0.46424536034464836,0.5833346750587225,0.9261487349867821,0.5657522908162502,0.08541413862258196,0.8531637862324715,0.7651720345020294,0.18881980516016483,0.7960121855139732
5,1.4693860458949255,1.4631215035915375,0.6116954401118329,0.6126380860805511,0.4582624174654484,0.5868659447878599,0.9290994852781296,0.5690068371931575,0.08293628320097923,0.8447225987911224,0.7582834288477898,0.20108127780258656,0.8012331277132034
6,1.4478899240493774,1.4472172558307648,0.6199260652655136,0.616012692451477,0.4507626071572304,0.5908446970085303,0.9332246854901314,0.5784440366567187,0.08199488557875156,0.8404543399810791,0.7622508704662323,0.21363167092204094,0.7966515496373177
7,1.4363920177732195,1.4384211152791977,0.6236556277915433,0.6169846430420876,0.44717539474368095,0.5923062736789385,0.93583994358778,0.5892565121409956,0.08360948879271746,0.8385615348815918,0.7659008279442787,0.22455598413944244,0.7864620089530945
8,1.4240841468175252,1.4239852279424667,0.6310585264584296,0.6215660274028778,0.43916621804237366,0.5975609819094341,0.9392677545547485,0.5904851882503763,0.07788495533168316,0.8317890912294388,0.7700395807623863,0.24274306744337082,0.7799002975225449
9,1.4115657673941717,1.4137446731328964,0.6362755127037558,0.621934100985527,0.4350229874253273,0.5985070218642553,0.9430428966879845,0.5908238257581812,0.08135915547609329,0.830286905169487,0.7606057599186897,0.25416452437639236,0.7807507812976837
10,1.4047847267181155,1.406290128827095,0.6398136079201799,0.6226164102554321,0.4314621612429619,0.5998887717723845,0.945921428501606,0.5837856656805502,0.07924823369830847,0.8262886703014374,0.7546378597617149,0.2689536362886429,0.7760748192667961
11,1.3961975328505984,1.3972070515155792,0.642676352735772,0.6246064901351929,0.42761655896902084,0.6027620670696099,0.9477769434452057,0.610271638505254,0.07616905961185694,0.8215940594673157,0.754572257399559,0.28548019751906395,0.7682337462902069
12,1.387800273441133,1.3880135267972946,0.649448679223303,0.6266074702143669,0.42193279415369034,0.6051327319194872,0.9514597281813622,0.6115888319762126,0.07467876374721527,0.8177507445216179,0.7560970485210419,0.29602826572954655,0.7632728815078735
13,1.3755844434102376,1.3787187337875366,0.6530172018843807,0.6314468756318092,0.41617290303111076,0.6107221754888693,0.9523802101612091,0.6145225224404081,0.0712933368049562,0.8150252103805542,0.7630157023668289,0.31439827010035515,0.754752553999424
14,1.367302181228759,1.369146466255188,0.6565392493293494,0.6323003768920898,0.41372985392808914,0.6117357934514681,0.9539697617292404,0.6194811092137827,0.07229872606694698,0.8117408379912376,0.7625472098588943,0.31544049829244614,0.757219672203064
15,1.3593447794989935,1.3620432317256927,0.6591679113734213,0.6336051598191261,0.41078464314341545,0.6133681386709214,0.9556102007627487,0.6157871194375977,0.07021269807592034,0.8081424608826637,0.7528828680515289,0.32596922665834427,0.7612523213028908
16,1.346403786114284,1.3529928028583527,0.662431553435924,0.6347791478037834,0.4081886485219002,0.614681509633859,0.9570322036743164,0.6320034995507798,0.07049089577049017,0.8041873052716255,0.7666387781500816,0.3295155093073845,0.7478902414441109
17,1.3387904223941622,1.344113752245903,0.6644791132688019,0.6367950141429901,0.4056369960308075,0.6164738436539968,0.9575679823756218,0.6259342438111573,0.0724969138391316,0.8034497126936913,0.7484068870544434,0.33265917748212814,0.7683554664254189
18,1.3348987462028625,1.3368772268295288,0.6704023394292169,0.6414180770516396,0.39949049428105354,0.6216210573911667,0.9590914249420166,0.6306762498449409,0.06750223692506552,0.7978711426258087,0.7690293937921524,0.3418814614415169,0.7539523169398308
19,1.3247022477407304,1.3329587280750275,0.671011604564523,0.6409644186496735,0.3991992510855198,0.6210650578141212,0.9598363265395164,0.6271102629708267,0.0672040618956089,0.7961553335189819,0.75494534522295,0.343704953789711,0.7645448744297028
20,1.321920915255471,1.3319076895713806,0.6709570685350326,0.6406866535544395,0.39962129667401314,0.6204895252982776,0.9596920385956764,0.6332527363149159,0.07173346308991313,0.7989790663123131,0.7446607127785683,0.3392665609717369,0.7775413021445274
