epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,lr,epoch_time_s
1,1.9690114846305242,0.2900429667468248,0.9938041305258161,1.4124396592378616,0.4089086055755615,0.821868360042572,0.6923845410346985,0.8023178577423096,0.6756358742713928,0.001,21.64
2,1.3688660330242581,0.441233140655106,0.22271936173949922,1.3025319501757622,0.4583694338798523,0.8419429659843445,0.7407660484313965,0.7303234934806824,0.709126353263855,0.001,21.15
3,1.2928359924800812,0.4690843552249655,0.21658022488866532,1.2734704464673996,0.47725486755371094,0.8434747457504272,0.7514543533325195,0.7144210338592529,0.7103790640830994,0.001,21.39
4,1.2655122090899755,0.485359939856512,0.26715555668823304,1.258026622235775,0.490899920463562,0.8418421745300293,0.7567427754402161,0.7079713940620422,0.7242197394371033,0.001,21.23
5,1.2542729566967676,0.49554151543666264,0.3635218436755831,1.2502777203917503,0.49898216128349304,0.8389801383018494,0.7585253119468689,0.7062581777572632,0.7253149747848511,0.001,20.94
6,1.2469367734969607,0.5006049200161312,0.31561256223727785,1.2452915832400322,0.5025092959403992,0.837609589099884,0.759325385093689,0.706217885017395,0.7254102826118469,0.001,21.18
7,1.2425588445057945,0.5036817971352183,0.3625451121774931,1.2426992133259773,0.5044240355491638,0.8361181020736694,0.7586865425109863,0.7077496647834778,0.718904435634613,0.001,22.63
8,1.2385946058091664,0.5060417320129647,0.3157075299393563,1.2402919381856918,0.5055930614471436,0.8351909518241882,0.7586027383804321,0.7084954380989075,0.7129010558128357,0.001,22.19
9,1.2350147584128002,0.5075353616824244,0.4010440881053607,1.2373575940728188,0.5073264241218567,0.8353723883628845,0.7591005563735962,0.7063186764717102,0.7142396569252014,0.001,21.52
10,1.2332276749232458,0.5077643848984082,0.37592230429725043,1.2359989061951637,0.5084953904151917,0.8341630697250366,0.7586037516593933,0.707789957523346,0.7119272351264954,0.001,22.27
