epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,val_kendall_tau,lr,epoch_time_s
1,2.008615143715389,0.2537218989158163,1.2295834847858973,1.5288644433021545,0.25881192088127136,0.8290355801582336,0.2800767719745636,0.9254785776138306,0.32679417729377747,0.26452784927161604,0.001,28.3
2,1.456110059268891,0.28011898118622447,0.1864109785547332,1.3986199349164963,0.3060973882675171,0.8584455847740173,0.3924609422683716,0.8443746566772461,0.4214079976081848,0.34388264612144276,0.001,30.96
3,1.3659381223103357,0.3263462611607143,0.14740830021245138,1.3409866988658905,0.3415262699127197,0.8658735156059265,0.45473888516426086,0.8016788363456726,0.46343931555747986,0.3800040192755601,0.001,31.46
4,1.3189306107778398,0.354427415497449,0.1319473839350163,1.3038546293973923,0.36266279220581055,0.8722748756408691,0.49134474992752075,0.7748454809188843,0.49808838963508606,0.4021139682260197,0.001,30.47
5,1.2872880602639818,0.3724988042091837,0.1768762825855187,1.2749679386615753,0.37759929895401,0.8769047856330872,0.5171308517456055,0.7552388310432434,0.5153941512107849,0.4186707593370645,0.001,27.86
6,1.260978447066413,0.38698282047193877,0.17124605722843655,1.2533865794539452,0.3898584842681885,0.8788976669311523,0.5336369872093201,0.7413491010665894,0.5266087055206299,0.4289074619776613,0.001,26.95
7,1.2383132964845687,0.3981136399872449,0.14690083667399392,1.2322530820965767,0.4027014374732971,0.8811723589897156,0.5525085926055908,0.7264126539230347,0.5375819206237793,0.43988326270016953,0.001,30.16
8,1.2195964578598264,0.41037547831632654,0.13360014315398913,1.2150170058012009,0.4104313850402832,0.8845139741897583,0.5659342408180237,0.7153612375259399,0.5524418950080872,0.44874579632266176,0.001,26.54
9,1.2048742714382352,0.4194485411352041,0.12960380156125342,1.2010775208473206,0.4190671741962433,0.8856211304664612,0.5768547654151917,0.7057390809059143,0.5568352341651917,0.4555472216566997,0.001,28.37
10,1.1919153323249212,0.4282724808673469,0.17403454706072807,1.189867064356804,0.4274815320968628,0.8863860368728638,0.5877059102058411,0.6973246932029724,0.5611333250999451,0.4622119824388699,0.001,30.21
11,1.1805046967097692,0.43552694515306123,0.1251809833541749,1.1801723763346672,0.43762707710266113,0.8848159313201904,0.5957427620887756,0.6893129348754883,0.5692678093910217,0.46565573858090437,0.001,29.95
12,1.1711670008916704,0.4425472337372449,0.12185625465852874,1.1713128238916397,0.4441693425178528,0.885319173336029,0.6037570238113403,0.6826297640800476,0.5855412483215332,0.4703537475281137,0.001,29.82
13,1.1630689473379225,0.4486607142857143,0.15335818415596372,1.1637179479002953,0.4484167695045471,0.8858626484870911,0.6095215082168579,0.6779394745826721,0.5772004127502441,0.47378268780402455,0.001,30.22
14,1.1559289334312317,0.45430086096938777,0.16591783630706014,1.1585170328617096,0.45520058274269104,0.8840107321739197,0.6145972609519958,0.6738128066062927,0.5840467214584351,0.4757639325173138,0.001,30.87
