epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,val_kendall_tau,lr,epoch_time_s
1,0.4759595966528332,0.6507427355145439,0.21172603524275244,0.43819496408104897,0.6997503638267517,1.0,0.3974628150463104,0.3002496361732483,0.4013841152191162,0.25074624364073084,0.001,12.83
2,0.4276904241433219,0.7133394005400808,0.04723271032765744,0.4280680026859045,0.7100378274917603,1.0,0.4190010130405426,0.28996214270591736,0.4228742718696594,0.2633348313404663,0.001,12.23
3,0.4238797946581765,0.7166017674469493,0.051424349288618755,0.42628312297165394,0.7123932838439941,1.0,0.42332372069358826,0.28760668635368347,0.4228028953075409,0.26553577289957175,0.001,12.13
4,0.4222108504128835,0.7182180315395289,0.05343721685783258,0.4258928410708904,0.7118497490882874,1.0,0.4233725070953369,0.28815025091171265,0.43174290657043457,0.2661680973508027,0.001,12.08
5,0.42118754935643027,0.7187053973274452,0.0503502729393187,0.42470589093863964,0.7149903178215027,1.0,0.42889514565467834,0.2850096523761749,0.4300718307495117,0.2688267459928474,0.001,12.07
6,0.41981367648593965,0.7199188386769511,0.06564211804005834,0.4246350359171629,0.7150708436965942,1.0,0.42844080924987793,0.2849291265010834,0.425013929605484,0.2682411275556323,0.001,12.15
7,0.41903623654728844,0.7201973334129033,0.08460872088159833,0.42390326410532,0.714728593826294,1.0,0.42844483256340027,0.28527137637138367,0.4316692650318146,0.2686172365529982,0.001,12.11
8,0.41775569035893395,0.7211820112293056,0.07887450132578139,0.4245489872992039,0.713279128074646,1.0,0.42693832516670227,0.2867209017276764,0.4897097647190094,0.2685347987587098,0.001,12.53
9,0.4171436939920698,0.7216594307766522,0.09573363923719005,0.4244035128504038,0.7155741453170776,1.0,0.42866620421409607,0.2844258248806,0.4186195433139801,0.26794155777630574,0.001,13.59
10,0.41656950541904997,0.7220075491965924,0.0976996829230634,0.4235126804560423,0.7149299383163452,1.0,0.4295707941055298,0.2850700616836548,0.5044367909431458,0.2696351419539063,0.001,12.97
11,0.41588957678704036,0.7224601031425147,0.07937702305969738,0.4232779238373041,0.7150909900665283,1.0,0.42969343066215515,0.2849090099334717,0.5085943937301636,0.2695942491003547,0.001,12.09
12,0.4157103243328276,0.7212615811538634,0.09027687661231511,0.42313583195209503,0.715936541557312,1.0,0.43080049753189087,0.284063458442688,0.523938000202179,0.26988723404570425,0.001,12.0
13,0.4150775377712553,0.7231165550201163,0.08406538179232961,0.42250338755548,0.7167217135429382,1.0,0.43235817551612854,0.28327831625938416,0.5233824253082275,0.2707402428439688,0.001,12.54
14,0.41541630833868,0.7223705869773872,0.11328388777162347,0.42320292443037033,0.716077446937561,1.0,0.4311067759990692,0.2839225232601166,0.5248932242393494,0.2700698156027957,0.001,13.52
15,0.41451440491373576,0.7227684366001761,0.07915370586136031,0.4231670927256346,0.7156748175621033,1.0,0.43054118752479553,0.28432518243789673,0.5155214667320251,0.26988863651733075,0.001,12.81
