epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,val_kendall_tau,lr,epoch_time_s
1,1.3609930475552876,0.4839260213855317,1.2868692482274675,0.9038445167243481,0.6715142130851746,0.9205688238143921,0.5085673928260803,0.4196636974811554,0.4986959993839264,0.22628761746647702,0.001,21.32
2,0.8595676384274922,0.6752862267821691,0.13369313438260366,0.8420717790722847,0.6807868480682373,0.9266232252120972,0.5713363885879517,0.4020637273788452,0.5601864457130432,0.26051850284979605,0.001,20.18
3,0.8270876133252704,0.6867601765376138,0.12341004196140501,0.8253614157438278,0.6907032132148743,0.9288156628608704,0.586150586605072,0.38951241970062256,0.5463250279426575,0.2588258571966822,0.001,20.24
4,0.8169390360514323,0.6910442488443951,0.12319605241692255,0.8186390213668346,0.6908238530158997,0.9290972948074341,0.5932284593582153,0.3893716335296631,0.5558034777641296,0.2637306195558953,0.001,20.32
5,0.8137625011186751,0.6923379292157809,0.20967713039782312,0.8160405866801739,0.6930364370346069,0.9294593334197998,0.5950865745544434,0.38689756393432617,0.5516367554664612,0.2624873804510703,0.001,20.5
6,0.8098370943750653,0.6942684983853874,0.17693976850973236,0.8144564032554626,0.6953093409538269,0.930565595626831,0.5944536328315735,0.3832166790962219,0.5478439927101135,0.2607984444513301,0.001,21.71
7,0.8089043233129714,0.6953332968449126,0.24203857371494883,0.8165097758173943,0.6977230906486511,0.929881751537323,0.5903215408325195,0.38221096992492676,0.5370322465896606,0.25428463529763584,0.001,21.24
8,0.8083298244173565,0.6956815954064396,0.27042360521025127,0.8133379332721233,0.6965966820716858,0.9291375279426575,0.5942798256874084,0.3841016888618469,0.543953537940979,0.2585452565062817,0.001,21.34
9,0.8043421137900579,0.6968906889843116,0.20430409860989404,0.8104470260441303,0.6895768046379089,0.9273674488067627,0.6020614504814148,0.39283129572868347,0.5658413171768188,0.2693755001986089,0.001,20.79
10,0.8034657675122457,0.697358404195505,0.21917554405000475,0.8099708408117294,0.6955105066299438,0.9286748766899109,0.5990662574768066,0.3859723210334778,0.5503501892089844,0.26300144506019896,0.001,20.81
11,0.8020039503536527,0.6976469944321987,0.24650855551636408,0.8162062503397465,0.7016252279281616,0.9289363622665405,0.584766149520874,0.3803403377532959,0.5184404253959656,0.2465408124927602,0.001,21.39
12,0.8019855504944211,0.6987018415042517,0.2255364457766215,0.8072022944688797,0.6908842325210571,0.9293386340141296,0.607572078704834,0.3897940218448639,0.5781568288803101,0.2749743381590162,0.001,20.89
13,0.8001695350995139,0.6985824248545853,0.23980291974213389,0.81554164737463,0.7031539082527161,0.9294794201850891,0.5830315351486206,0.37810763716697693,0.5186123251914978,0.24666060334266326,0.001,21.12
14,0.7994424312833756,0.6992740462839031,0.20878808850806857,0.8060883209109306,0.6947059035301208,0.928775429725647,0.6031912565231323,0.3867567777633667,0.5629628896713257,0.2685341958260606,0.001,21.43
15,0.7981136602068705,0.7001099628315678,0.25841813735545627,0.8089844584465027,0.7007603049278259,0.9287351965904236,0.5936187505722046,0.3812655806541443,0.5394184589385986,0.25680402546206144,0.001,21.3
