epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,lr,epoch_time_s
1,2.197631150957138,0.24652798392437147,1.1192127414165982,1.448758915066719,0.3920168876647949,0.8260070085525513,0.6892706155776978,0.80521160364151,0.6859215497970581,0.001,116.44
epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,lr,epoch_time_s
1,2.16338773000808,0.24462666726411852,1.1485641475707766,1.4290681928396225,0.4011891484260559,0.8281366229057312,0.697471022605896,0.7944774627685547,0.6840351223945618,0.001,235.02
2,1.4225048564729237,0.416145140973747,0.31095841858122086,1.3840609565377235,0.4202962815761566,0.8323894143104553,0.7117779850959778,0.7733346819877625,0.6904358863830566,0.001,213.74
epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,lr,epoch_time_s
1,2.16338773000808,0.24462666726411852,1.1485641475707766,1.4290681928396225,0.4011891484260559,0.8281366229057312,0.697471022605896,0.7944774627685547,0.6840351223945618,0.001,159.7
3,1.371424186797369,0.4351042802447561,0.2504610379063894,1.3329194858670235,0.44835230708122253,0.8385367393493652,0.7303717732429504,0.7434848546981812,0.7015274167060852,0.001,140.62
2,1.4225048564729237,0.416145140973747,0.31095841858122086,1.3840609565377235,0.4202962815761566,0.8323894143104553,0.7117779850959778,0.7733346819877625,0.6904358863830566,0.001,238.12
4,1.298473146226671,0.46450389090528893,0.21706638899114397,1.2724064216017723,0.47501763701438904,0.8453491926193237,0.7527273297309875,0.7127280235290527,0.7131990790367126,0.001,208.79
3,1.371424186797369,0.4351042802447561,0.2504610379063894,1.3329194858670235,0.44835230708122253,0.8385367393493652,0.7303717732429504,0.7434848546981812,0.7015274167060852,0.001,166.7
4,1.298473146226671,0.46450389090528893,0.21706638899114397,1.2724064216017723,0.47501763701438904,0.8453491926193237,0.7527273297309875,0.7127280235290527,0.7131990790367126,0.001,202.39
5,1.2609334938109866,0.48053551602415695,0.23483489335529387,1.2502137869596481,0.484934002161026,0.8465182185173035,0.7593649625778198,0.7015419006347656,0.7214778065681458,0.001,156.41
6,1.2450178331798978,0.48875047920618564,0.23150513131940176,1.241923674941063,0.4905371367931366,0.8460747599601746,0.7616902589797974,0.6983976364135742,0.7336478233337402,0.001,154.87
7,1.2390693634275407,0.49389354403469204,0.2538335692314875,1.2374976947903633,0.4933387041091919,0.8459941744804382,0.7626132369041443,0.6983170509338379,0.734950065612793,0.001,122.21
8,1.236135715530032,0.4972791046188008,0.2718780597760564,1.2357044965028763,0.49813565611839294,0.8448654413223267,0.7628347277641296,0.6965635418891907,0.7395727634429932,0.001,258.07
9,1.232949557758513,0.49953448541968504,0.25260822888877654,1.2380256429314613,0.499385267496109,0.8410561084747314,0.761182963848114,0.7021465301513672,0.727283239364624,0.001,40.42
10,1.2319937811957464,0.5012969684296475,0.2538372584515148,1.2326622754335403,0.5011790990829468,0.8436763286590576,0.7630792856216431,0.6964426040649414,0.7346592545509338,0.001,21.93
11,1.231989553996495,0.502208082528018,0.3352274000644684,1.2364148199558258,0.5021263957023621,0.8395041823387146,0.761073112487793,0.7025697827339172,0.724940299987793,0.001,22.36
12,1.2298891146977742,0.5040950346771021,0.2487831592323288,1.2381274327635765,0.5026503801345825,0.8382545709609985,0.7592146992683411,0.7055124640464783,0.719062864780426,0.001,22.95
13,1.229090692505004,0.5046825290137563,0.24877890873522984,1.2355793565511703,0.5033961534500122,0.8393228054046631,0.759130597114563,0.7034969329833984,0.7218037843704224,0.001,25.48
14,1.228702390004718,0.5062558189322539,0.2710842155511417,1.2361226379871368,0.505814790725708,0.8376297354698181,0.7590751647949219,0.7039201855659485,0.7189695835113525,0.001,23.12
15,1.2284245509949943,0.5068084619099541,0.25591687692536247,1.234862931072712,0.5073062777519226,0.8383351564407349,0.7595226168632507,0.7024085521697998,0.7270341515541077,0.001,25.92
16,1.228332693614657,0.5071221241405406,0.2855407859361361,1.236862137913704,0.5056535601615906,0.8361786007881165,0.7578465342521667,0.7083946466445923,0.7171912789344788,0.001,23.17
17,1.2274226442215934,0.5086705202312138,0.23047933088881628,1.2358466535806656,0.5066612958908081,0.8365413546562195,0.7579829096794128,0.706620991230011,0.7136043310165405,0.001,22.6
18,1.2274663069891552,0.5083966881251463,0.2596436109807756,1.2372949048876762,0.5079512000083923,0.83472740650177,0.7570999264717102,0.7087171077728271,0.719592273235321,0.001,22.23
19,1.2276777823766072,0.5081427710813381,0.2726744697207496,1.238870084285736,0.5076488852500916,0.8335583806037903,0.7564719319343567,0.7105714082717896,0.7128862738609314,0.001,22.39
20,1.2268674430393038,0.5097957212488735,0.29926676906290506,1.2376618385314941,0.5071449875831604,0.835130512714386,0.7563873529434204,0.7091807126998901,0.7169135808944702,0.001,22.48
21,1.226189132720705,0.5099052540913006,0.25342994029559784,1.2400691583752632,0.5075480937957764,0.8324297070503235,0.7552925944328308,0.7129094004631042,0.7165051698684692,0.001,22.31
22,1.225313044729687,0.509591591860714,0.278280644308007,1.2386994883418083,0.5087574124336243,0.834243655204773,0.7560656666755676,0.7098458409309387,0.7095597386360168,0.0009000000000000001,22.42
23,1.2250746185817416,0.5106371326293359,0.2871873698064259,1.2382007166743279,0.5075884461402893,0.833437442779541,0.7562583088874817,0.711216390132904,0.7089303135871887,0.0009000000000000001,22.37
24,1.2252177832618592,0.5103832155855277,0.3216842306511743,1.246773973107338,0.5062380433082581,0.8311398029327393,0.7519739866256714,0.7175652384757996,0.7098963856697083,0.0009000000000000001,22.59
25,1.2241769423560491,0.5108810921420143,0.2785928649088693,1.2410488799214363,0.5075279474258423,0.8320266008377075,0.7545983195304871,0.7142396569252014,0.7074732184410095,0.0009000000000000001,22.27
26,1.2234976159201727,0.511632885742309,0.2869296470095241,1.23689703643322,0.5089388489723206,0.8345460295677185,0.7557582259178162,0.7090396285057068,0.7215455174446106,0.0009000000000000001,22.44
27,1.22307745047978,0.5112395632626846,0.23513634668456185,1.2382629960775375,0.5105714201927185,0.8333367109298706,0.7551970481872559,0.7106519937515259,0.7095578908920288,0.0009000000000000001,22.81
28,1.2235637013874356,0.5113142447461576,0.27201454022100996,1.2420849949121475,0.5076287388801575,0.8308979272842407,0.7542098164558411,0.7159326672554016,0.71037358045578,0.0009000000000000001,22.69
29,1.2216496997409396,0.5126087237930228,0.21281123918200295,1.2371260076761246,0.5106520056724548,0.8342638611793518,0.7559747099876404,0.7081124782562256,0.7146407961845398,0.0009000000000000001,22.01
30,1.2212106708496335,0.5123597855147795,0.22223033850628232,1.2405149042606354,0.5096241235733032,0.8324699997901917,0.7546014189720154,0.7130907773971558,0.7075139284133911,0.0009000000000000001,22.41
31,1.2203491377452063,0.5120112719252389,0.24539864465357766,1.2391574531793594,0.5094225406646729,0.8330545425415039,0.7550888657569885,0.7118210196495056,0.7115667462348938,0.0009000000000000001,22.59
32,1.2204329040315416,0.5120311869874983,0.23608375009563234,1.2405998334288597,0.5097450613975525,0.8310793042182922,0.7539142966270447,0.7144815325737,0.7091671824455261,0.0009000000000000001,22.81
33,1.2197034245445615,0.5118270575993388,0.2387472556696998,1.2409638836979866,0.5092411637306213,0.8320064544677734,0.7540489435195923,0.7143202424049377,0.7065723538398743,0.0008100000000000001,22.34
34,1.2187899653873746,0.5126535326831065,0.28728642882335753,1.2398943975567818,0.5100272297859192,0.8329134583473206,0.7541376352310181,0.7121636867523193,0.7212505340576172,0.0008100000000000001,22.65
35,1.2176634565232292,0.5130319188660364,0.24448440424979678,1.2416396290063858,0.5103899836540222,0.8317041397094727,0.7536667585372925,0.7141590118408203,0.7073644995689392,0.0008100000000000001,22.87
