epoch,train_loss,val_loss,qwk,cat_acc,ece,nll
1,3.0015815023391967,2.612752676010132,0.2058769402366054,0.5289075039327145,0.0760332141071558,1.3113521486520767
2,2.201006372769674,1.7933967113494873,0.6423444915167269,0.6204317361116409,0.02588940947316587,0.9761173650622368
3,1.7369855982916695,1.5976253747940063,0.6973185583679933,0.6338513642549515,0.043655630899593234,0.9327669814229012
4,1.6210977406728835,1.5252580493688583,0.7216964996258515,0.639612078666687,0.050698819337412715,0.9108022525906563
5,1.567299761469402,1.4870812743902206,0.7398009865635263,0.6443592458963394,0.04722529253922403,0.8979559019207954
6,1.5281550581493075,1.454408973455429,0.7570372331914633,0.6477691605687141,0.04232027241960168,0.8860588669776917
7,1.4961523631262401,1.4346331059932709,0.7652970119559734,0.6494013667106628,0.04238035995513201,0.8829955831170082
8,1.4716200223044744,1.4113972783088684,0.7740867959142479,0.6525155082345009,0.0458015080075711,0.8782325014472008
9,1.4537222215107508,1.3990530222654343,0.7793482324818227,0.6511009112000465,0.04546877648681402,0.8751119077205658
10,1.435728975704738,1.377568632364273,0.7857111660576966,0.6550762951374054,0.049291579984128475,0.8711353987455368
11,1.4153259122182453,1.3660351932048798,0.7896202942426764,0.6557991877198219,0.048173068556934595,0.8664812967181206
12,1.404524148456634,1.3526859283447266,0.7930342684277106,0.6590810865163803,0.04733690433204174,0.8629688397049904
13,1.3925512991254292,1.341907262802124,0.7955559363708529,0.6597965434193611,0.04691785108298063,0.8595823049545288
14,1.3823392410126945,1.332319051027298,0.7985833750528166,0.6612534150481224,0.044375852681696415,0.854998990893364
15,1.366499073921688,1.324954554438591,0.7995011461847699,0.6633600518107414,0.0490370774641633,0.8562824726104736
16,1.3558567705608549,1.3124538511037827,0.8039032171936566,0.6641618832945824,0.04879393242299557,0.8495136573910713
17,1.351521955596076,1.3042505234479904,0.8049356451293642,0.665680006146431,0.04764288431033492,0.845724418759346
18,1.3392728226525443,1.2931939512491226,0.8059509808880839,0.6680807992815971,0.05149939842522144,0.8418387174606323
19,1.3308642080851965,1.2908791899681091,0.8060376085963764,0.6679987609386444,0.0519450712017715,0.8421085253357887
20,1.321571842072502,1.2867577075958252,0.8083681956154052,0.6697291731834412,0.04631278803572059,0.8371559530496597
