epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,lr,epoch_time_s
1,2.81583723567781,0.29058565219339516,1.5387633059706007,2.0077786594629288,0.4566965699195862,0.8149753212928772,0.7117278575897217,0.783513069152832,0.6802703738212585,0.001,29.95
2,1.9466804871483454,0.4709364560150956,0.1952446032138098,1.916344292461872,0.47900837659835815,0.8294668793678284,0.7404985427856445,0.7377809286117554,0.7085466384887695,0.001,28.1
3,1.903279120959933,0.4800227031709758,0.17820553800889424,1.891143798828125,0.48572003841400146,0.8320870995521545,0.7467305064201355,0.7270986437797546,0.7078813910484314,0.001,29.05
4,1.8811972879228138,0.48448865588266044,0.21225268925939286,1.8740489557385445,0.49029526114463806,0.8342033624649048,0.7513573169708252,0.7198830842971802,0.717349648475647,0.001,30.98
5,1.863445204401773,0.48860111623923963,0.21211624594907913,1.8684867024421692,0.4921092391014099,0.8318653702735901,0.7512243986129761,0.7226241827011108,0.7136474251747131,0.001,29.06
6,1.852413287238469,0.4932911134013433,0.2782486601481362,1.8528193831443787,0.49422553181648254,0.8352917432785034,0.7548609375953674,0.7152070999145508,0.7186278700828552,0.001,27.87
7,1.8396388822131686,0.4954021100008464,0.29795593496352907,1.844485618174076,0.49851858615875244,0.8362793326377869,0.7569862008094788,0.7094427347183228,0.7269178032875061,0.001,27.31
8,1.833156220496647,0.4966368438609331,0.3300036631879352,1.852107934653759,0.49690619111061096,0.8331351280212402,0.7528285980224609,0.7152272462844849,0.7210544347763062,0.001,23.14
9,1.8273042648557634,0.4984291994642848,0.3232732978132036,1.8457149863243103,0.4961201250553131,0.8349087834358215,0.7540814876556396,0.7136349678039551,0.7237827181816101,0.001,22.37
10,1.8216781691899375,0.4978367263620658,0.3448204651238426,1.8254635632038116,0.4992038607597351,0.8386375308036804,0.7595260739326477,0.7048473358154297,0.7259073257446289,0.001,22.31
11,1.8188235721890889,0.4988972034273822,0.38859273221284624,1.8240506201982498,0.5004938244819641,0.8393832445144653,0.7602943778038025,0.7033759951591492,0.7280778884887695,0.001,23.76
12,1.8136295685692438,0.5002514276610257,0.34596949874881716,1.8155318275094032,0.4994054138660431,0.8419631123542786,0.7614076137542725,0.6998085379600525,0.7330464720726013,0.001,27.85
13,1.8095428584113953,0.49989793530592025,0.26798813482598655,1.8131367936730385,0.5013403296470642,0.8422452807426453,0.7615231275558472,0.6978332996368408,0.7329720258712769,0.001,23.21
14,1.8083321139926003,0.5014065012720746,0.30043968392743003,1.8164492547512054,0.5023077726364136,0.840068519115448,0.7604734897613525,0.7005743980407715,0.7293162941932678,0.001,22.14
15,1.806269641906496,0.5014413526310286,0.31640478661136023,1.8140998482704163,0.5020860433578491,0.8406328558921814,0.7608787417411804,0.6996674537658691,0.73515385389328,0.001,20.42
