epoch,train_loss,val_loss,qwk,cat_acc,ece,nll
1,2.5937742089468334,2.3562077283859253,0.27322707621661413,0.5468030795454979,0.050128485076129436,1.267949715256691
2,2.272620954210796,2.1906420588493347,0.35171638605611055,0.546616829931736,0.04842702369205654,1.1962494254112244
3,2.017875945757306,1.7560439258813858,0.5696830411317845,0.5975935012102127,0.03476278926245868,1.0048696249723434
4,1.693433409645444,1.6255041807889938,0.6336227867278847,0.6107249185442924,0.0451232441700995,0.964588887989521
5,1.6274618610503182,1.5929854810237885,0.6437174870196227,0.6162697598338127,0.049265450332313776,0.9514470770955086
6,1.6007247765858967,1.571237936615944,0.6612210922272921,0.6165940836071968,0.04083378333598375,0.9419850036501884
7,1.5811758325213479,1.5524172633886337,0.6651178845670885,0.6197033226490021,0.047547906171530485,0.9382336139678955
8,1.5650504108459231,1.5338923782110214,0.6730051668617484,0.6217170059680939,0.044410054106265306,0.9277842715382576
9,1.5565509569077265,1.5293642431497574,0.6738362598308566,0.6215804219245911,0.04739735368639231,0.929073765873909
10,1.5457272416069394,1.5176154226064682,0.6718706662705602,0.6248864531517029,0.04942285967990756,0.9222568273544312
11,1.5385301056362333,1.5158242285251617,0.6746269396783222,0.6247447729110718,0.049667215440422297,0.9225843772292137
12,1.527566046941848,1.496041163802147,0.6880860193830646,0.6258653029799461,0.044836053624749184,0.9157793447375298
13,1.513922549429394,1.4853144884109497,0.685156018614123,0.6293068006634712,0.050965048372745514,0.9110640734434128
14,1.5049769026892525,1.4780235290527344,0.6901711183160834,0.6302863210439682,0.04937673453241587,0.9078168421983719
15,1.4978376721578932,1.471670240163803,0.6938975242309957,0.6298346668481827,0.04885902255773544,0.9058478623628616
16,1.4870824170491053,1.4623122066259384,0.6978501126412768,0.6308328956365585,0.04780185781419277,0.901305302977562
17,1.47793790272304,1.4590651243925095,0.6942754354073793,0.6330889388918877,0.05677461205050349,0.9042565375566483
18,1.4740694515288821,1.4488438963890076,0.699483215448839,0.6336915716528893,0.05007404973730445,0.8946307003498077
19,1.4709574230133542,1.444757342338562,0.7054569366453622,0.6339186057448387,0.045141229405999184,0.8922916650772095
20,1.4657100306616888,1.4414383918046951,0.7041740543487074,0.6336903646588326,0.0522137931548059,0.8946418315172195
21,1.454647007442656,1.4364217519760132,0.7071916085353824,0.6342899724841118,0.04738427512347698,0.8900608047842979
22,1.4559246755781627,1.4343435019254684,0.7088350760251387,0.635101430118084,0.05045842891559005,0.8916613981127739
23,1.4470018318721227,1.4277868121862411,0.7111497337686787,0.6353861168026924,0.04644103767350316,0.8848434016108513
24,1.4454185584234813,1.4213795065879822,0.7103076377316997,0.6377038210630417,0.05308848386630416,0.8867770805954933
25,1.4405502535047985,1.4247890412807465,0.7113821845906085,0.6365150585770607,0.051578324288129807,0.8886203318834305
26,1.4408041711837527,1.4194896817207336,0.7142225541480884,0.6375990062952042,0.049513067584484816,0.8853035420179367
27,1.4363023288666257,1.4190222918987274,0.7163620927157861,0.6357338428497314,0.04882925469428301,0.8841769173741341
28,1.4300211876157731,1.412312537431717,0.7164229404063258,0.6384003087878227,0.050747919362038374,0.8819824457168579
29,1.4303185372125535,1.4077278673648834,0.720521677095574,0.6379158869385719,0.0496604205109179,0.8811944872140884
30,1.4257733954323664,1.4061891734600067,0.7182992030779954,0.6365894004702568,0.05269576469436288,0.8794022426009178
