epoch,train_loss,val_loss,qwk,cat_acc,ece,nll
1,2.7809864831349205,2.5938872396945953,0.21407815753451598,0.504809845238924,0.06493830867111683,1.4235878884792328
2,2.4770590237208774,2.382403016090393,0.308576135364905,0.510487262159586,0.05725778406485915,1.3185288459062576
3,1.9787709164241003,1.6342817544937134,0.6658037258303654,0.6038899645209312,0.05643092608079314,1.0022625252604485
4,1.5365046943937029,1.518644466996193,0.7107291332664238,0.6199366450309753,0.04122347594238818,0.9379261210560799
5,1.474632641625783,1.4929673373699188,0.717618995321586,0.6218699365854263,0.049351333640515804,0.929129533469677
6,1.4556446397115315,1.473710685968399,0.7259239891068681,0.6258609965443611,0.048660881351679564,0.9235751703381538
7,1.435012283779326,1.4610459506511688,0.7280904960001141,0.6289168745279312,0.05168165126815438,0.9202974662184715
8,1.4225587333951677,1.4480334371328354,0.7336746986255316,0.6288334727287292,0.04865965945646167,0.9122040793299675
9,1.4158575799730089,1.4393845945596695,0.7392578776929234,0.6303333714604378,0.04677404183894396,0.9104725643992424
10,1.3998651126074413,1.4238980859518051,0.7444729624563757,0.6327664479613304,0.044889066368341446,0.902473047375679
