epoch,train_loss,val_loss,qwk,cat_acc,mae,balanced_acc,within_one_acc,spearman,ece,nll,cat_acc_0,cat_acc_1,cat_acc_2,cat_acc_3
1,3.143852744783674,2.648897349834442,0.39773150033440663,0.2833878919482231,0.9321108162403107,0.34133493760600686,0.8040221184492111,0.38759064960218886,0.13181563466787338,1.3799228221178055,0.16090995073318481,0.5417544543743134,0.41000357642769814,0.25267176888883114
2,1.7373445923366244,1.4176937490701675,0.7579747128810082,0.6341895461082458,0.5122645609080791,0.4900054282043129,0.8783264607191086,0.7181483561936457,0.06313401972874999,0.9070665091276169,0.8466758579015732,0.1686861366033554,0.1293252119794488,0.8153345063328743
3,1.399187791915167,1.3605688512325287,0.7661476134230031,0.643031157553196,0.49896423146128654,0.4958033813163638,0.8820631951093674,0.7063247847262193,0.06240504700690508,0.8888367190957069,0.8574494644999504,0.1598541997373104,0.13436678051948547,0.831543080508709
4,1.3598758549917311,1.3332879692316055,0.7729852300996717,0.647655725479126,0.48890748992562294,0.49962957412935793,0.8858920708298683,0.7325029629562595,0.05907838465645909,0.8780441209673882,0.8625596389174461,0.16178105026483536,0.1365815857425332,0.837596021592617
5,1.3425153096516926,1.3187180906534195,0.7760492031898097,0.6494271382689476,0.4849119409918785,0.5005796407349408,0.887939378619194,0.7257872919392835,0.06182684516534209,0.8735459744930267,0.863593801856041,0.16113688610494137,0.13484308496117592,0.8427447900176048
6,1.3280436519592527,1.3105011880397797,0.7777132489179839,0.6507766768336296,0.48260603100061417,0.5022342696320266,0.8884237334132195,0.7289980799789181,0.06350975716486573,0.8716268017888069,0.8566818609833717,0.16231009364128113,0.1365395812317729,0.8534055426716805
7,1.3184415102005005,1.3054680675268173,0.779538818929375,0.6508895754814148,0.4799165800213814,0.5037293611094356,0.8905109018087387,0.7328522278810983,0.05237232893705368,0.86178769916296,0.8590029254555702,0.16670011542737484,0.14237679354846478,0.8468376100063324
8,1.3137165099855452,1.295756608247757,0.7802480976777587,0.6520979255437851,0.4793834574520588,0.5028274147771299,0.8894747570157051,0.7058866638279551,0.0606200760230422,0.8613326922059059,0.8594381362199783,0.159961124882102,0.1367969736456871,0.8551134243607521
9,1.2986817492379084,1.2804978489875793,0.7832370174352083,0.6547469049692154,0.4742948189377785,0.5048888954333961,0.8918400034308434,0.7305646165875934,0.05743460217490792,0.8503303378820419,0.8656559959053993,0.15783374570310116,0.14062977582216263,0.8554360643029213
10,1.290555541477506,1.2705270051956177,0.7851225773927087,0.6570727005600929,0.4712289497256279,0.506011470919475,0.8928055390715599,0.7293086107078498,0.05687611224129796,0.8457134962081909,0.8659305274486542,0.15917744114995003,0.13461073022335768,0.864327184855938
11,1.2829128636254206,1.2680923491716385,0.7872562259216672,0.6587559506297112,0.4674140028655529,0.508048550458625,0.8940537944436073,0.7177526740985767,0.04990666313096881,0.8404849916696548,0.875152699649334,0.16714724339544773,0.13488374184817076,0.8550105169415474
12,1.2754629907153903,1.2519208937883377,0.7896904647154505,0.6611262261867523,0.46420444920659065,0.5082893923390657,0.8948662802577019,0.7232482001724518,0.05863813916221261,0.8370444104075432,0.8759381249547005,0.15514085441827774,0.135720600374043,0.8663579896092415
13,1.2611601125626337,1.2459618002176285,0.7890565931802412,0.6613283604383469,0.46487970650196075,0.5076464922167361,0.8944221287965775,0.7406875225434065,0.056095685344189405,0.8317411988973618,0.874761775135994,0.150914853438735,0.133783970028162,0.8711253702640533
14,1.253888900317843,1.2332155257463455,0.7919374147109259,0.6654650270938873,0.45930876210331917,0.5108373397961259,0.89593455940485,0.7398074096248356,0.05962502583861351,0.828556552529335,0.8778715506196022,0.15300973132252693,0.13322488963603973,0.8792431876063347
15,1.2421009162115673,1.2232051491737366,0.7936905290417444,0.6655736193060875,0.45768267288804054,0.5101933914702386,0.8968751206994057,0.7395296029212282,0.056193503085523844,0.8198108747601509,0.8802500069141388,0.1513815876096487,0.13015022594481707,0.8789917454123497
16,1.2322983949903459,1.2133634835481644,0.795094649686705,0.6672280803322792,0.45522378757596016,0.5110475437249988,0.8976500108838081,0.7363272545862662,0.05744784465059638,0.816008098423481,0.8802386894822121,0.14702938869595528,0.13215656112879515,0.8847655355930328
17,1.2192649084424216,1.2085078060626984,0.7961893325165066,0.6685912981629372,0.453420989215374,0.5129883531481028,0.8978258371353149,0.7491327276821877,0.06440862407907844,0.819373831152916,0.8764059469103813,0.15300015732645988,0.13148434087634087,0.891062967479229
18,1.211090814499628,1.1973491162061691,0.8007960559110322,0.6692973226308823,0.4477621242403984,0.5137706710956991,0.9012613818049431,0.7576891778960796,0.055590483359992504,0.8077579215168953,0.8805568441748619,0.15248398296535015,0.1341480240225792,0.887893833220005
19,1.2017782226441398,1.187774896621704,0.80184800155759,0.6723780930042267,0.4440930224955082,0.5166221689432859,0.9019412398338318,0.7405373943398552,0.05619243951514363,0.8035164475440979,0.8967012763023376,0.15396460890769958,0.14072328805923462,0.8750995025038719
20,1.1996259301427812,1.1879903078079224,0.803189046830633,0.671702153980732,0.4432481564581394,0.5182939171791077,0.9025120809674263,0.7279215146214374,0.05841934075579047,0.8061652630567551,0.8805212751030922,0.1650251690298319,0.14172331057488918,0.8859059140086174
