epoch,train_loss,val_loss,qwk,cat_acc,mae,balanced_acc,within_one_acc,spearman,ece,nll,cat_acc_0,cat_acc_1,cat_acc_2,cat_acc_3,cat_acc_4
1,3.6451736669691783,2.737203896045685,0.5697560195622083,0.27998988702893257,1.0077074766159058,0.32558714263141153,0.7486210763454437,0.5869225182502603,0.13947055488824844,1.5165401995182037,0.1906019188463688,0.40540216118097305,0.5032173953950405,0.302384190261364,0.22633004747331142
2,1.8552087923837086,1.5925459563732147,0.7982122420971651,0.5771138519048691,0.6328460425138474,0.4302113812416792,0.84292933344841,0.7466020256395793,0.05230068555101752,1.0650532841682434,0.8325432166457176,0.18160832673311234,0.179338701069355,0.15080883167684078,0.8067578300833702
3,1.5871046403097728,1.5295692831277847,0.8051317763196999,0.5852014720439911,0.6193177029490471,0.4328762903809548,0.8455682545900345,0.7504502711885828,0.05766382301226258,1.0482656434178352,0.8468048945069313,0.17302761413156986,0.17679782211780548,0.14097088389098644,0.8267802372574806
4,1.5413703521092732,1.5023456066846848,0.8111161717249804,0.5876859873533249,0.6076979488134384,0.4394457157701254,0.8511554524302483,0.7600462830286389,0.044685895787552,1.0304946303367615,0.8336615785956383,0.17835108563303947,0.18462458066642284,0.16630582138895988,0.8342855125665665
5,1.520985410327003,1.4902925044298172,0.812160481480595,0.5895043089985847,0.6042244583368301,0.44044772647321223,0.8529405891895294,0.7523634807745772,0.04250541119836271,1.024432212114334,0.8354455605149269,0.1813240759074688,0.18321377970278263,0.16356214880943298,0.8386930674314499
6,1.5041420857111614,1.4796242862939835,0.8127684294460807,0.589598648250103,0.6047942936420441,0.43769158609211445,0.8525772541761398,0.7577843936663368,0.049600929487496614,1.0232685804367065,0.8330505937337875,0.17496809922158718,0.17715545557439327,0.15127533487975597,0.8520084470510483
7,1.494007015985156,1.4635334610939026,0.8158223752474761,0.592978872358799,0.5973329767584801,0.44229369051754475,0.8546741604804993,0.7580749004905819,0.041723962407559156,1.0101313218474388,0.8431080058217049,0.17403812520205975,0.1879525799304247,0.16207809187471867,0.8442916497588158
8,1.4834921435704307,1.4549570828676224,0.8150357198482254,0.5965559408068657,0.5977954566478729,0.4412093490362167,0.8526144325733185,0.7492137892226738,0.05121592106297612,1.0118269473314285,0.8561290130019188,0.161849370226264,0.17883556708693504,0.15643769316375256,0.8527951017022133
9,1.4738591001147316,1.441996082663536,0.8174055158851504,0.5954080522060394,0.5940019637346268,0.44018182009458545,0.8560456782579422,0.765245850858666,0.04794637439772487,1.0006180256605148,0.8557198494672775,0.15871149115264416,0.18111570551991463,0.1547062899917364,0.8506557643413544
10,1.463726138311719,1.4342594295740128,0.8180399275259569,0.5992268025875092,0.5916231423616409,0.44318560361862186,0.8549367263913155,0.753383807480306,0.0511728385463357,0.9988596141338348,0.8604753986001015,0.16914774663746357,0.17821121029555798,0.15147510170936584,0.8566185608506203
11,1.4519855938260517,1.4202734529972076,0.82165125712538,0.599991612136364,0.585819810628891,0.4438257556408644,0.8575379103422165,0.7695080021931084,0.04711354314349592,0.9878577664494514,0.855775274336338,0.1681623850017786,0.18002064526081085,0.15084149315953255,0.8643289804458618
12,1.4408851275368342,1.4068487733602524,0.8239333817248213,0.602379783987999,0.5802993252873421,0.44544819518923756,0.859651580452919,0.7661353752588392,0.0437485221773386,0.9788839817047119,0.8640195578336716,0.17055383324623108,0.18476495891809464,0.14551569148898125,0.8623869344592094
13,1.4293446011013455,1.3943992406129837,0.8268088638980662,0.6050715371966362,0.5731618851423264,0.4498725466430187,0.8626152873039246,0.7699703981211458,0.03786159516312182,0.9680263623595238,0.8602699711918831,0.17893607914447784,0.1917346455156803,0.15159693360328674,0.8668251037597656
14,1.4102667872867887,1.3809372335672379,0.8289393030884388,0.6082634404301643,0.5681674182415009,0.45197177492082113,0.8637086227536201,0.7836991434451367,0.042025200091302395,0.9642686396837234,0.8627768009901047,0.17233463935554028,0.1991983074694872,0.1496946420520544,0.8758544847369194
15,1.3945875092158242,1.364447459578514,0.8320320122922307,0.6113057136535645,0.5601312443614006,0.4548620514571666,0.8678610920906067,0.7672946633363729,0.039160432294011116,0.9537783935666084,0.8772779405117035,0.16859625652432442,0.20456032641232014,0.15866082720458508,0.8652149066329002
16,1.3791407195348588,1.3512111753225327,0.8353762511549832,0.6120897009968758,0.5539921820163727,0.4574421551078558,0.8710868209600449,0.775751588629136,0.04264236381277442,0.947542816400528,0.8741973415017128,0.17517658695578575,0.21455583907663822,0.15950366854667664,0.8637773394584656
17,1.3686929714112055,1.3446757197380066,0.8356872602151155,0.6147430315613747,0.5519271269440651,0.4605496171861887,0.8705615177750587,0.7908124222931656,0.04713251022621989,0.9482811093330383,0.8737557977437973,0.17655133455991745,0.21542245708405972,0.16742734983563423,0.8695911467075348
18,1.3591142722538538,1.3297036737203598,0.8398666894455538,0.6167512238025665,0.5424413047730923,0.4637424718588591,0.8758086338639259,0.7818631257178762,0.041954056825488806,0.9366843178868294,0.8732263520359993,0.18186845630407333,0.22847958467900753,0.16450241953134537,0.8706355467438698
19,1.3427681639080955,1.321453496813774,0.8414241319728714,0.6171656101942062,0.5404336452484131,0.4641244441270828,0.875635951757431,0.7939685845084171,0.047025625128299,0.93415617197752,0.8729516044259071,0.17927256971597672,0.23208076879382133,0.1655694805085659,0.870747797191143
20,1.3351364135742188,1.3114311397075653,0.8446943439059453,0.6183600649237633,0.5335146337747574,0.468083519861102,0.8793728575110435,0.7864833214119096,0.04340490838512778,0.9261190742254257,0.8674741238355637,0.18913674727082253,0.2396393958479166,0.17368493229150772,0.8704824000597
