epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,val_kendall_tau,lr,epoch_time_s
1,2.4721181108838035,0.20255596142170376,1.4544835360277266,1.615809626877308,0.3136275112628937,0.7670620083808899,0.5714972019195557,0.9604679346084595,0.5719385147094727,0.4721461630591835,0.001,42.67
2,1.3881306250890095,0.4331598172607021,0.2498718092129344,1.3364313840866089,0.46350812911987305,0.8242530226707458,0.7289356589317322,0.7579716444015503,0.7017222046852112,0.5596044757641956,0.001,47.72
3,1.3065097653676594,0.4803575160991729,0.2244404393529135,1.3082540035247803,0.4837958812713623,0.8247747421264648,0.7408994436264038,0.7401119470596313,0.7039282321929932,0.5647959650297015,0.001,48.19
4,1.2819890635354179,0.49122134745349405,0.2381966511408488,1.2927634418010712,0.4894949197769165,0.8269620537757874,0.746208906173706,0.7311821579933167,0.7058418393135071,0.5682484658533622,0.001,45.32
5,1.269709965539357,0.4939584556737765,0.22041108376450008,1.2852438539266586,0.4911203384399414,0.8285071849822998,0.7489136457443237,0.7273894548416138,0.7096116542816162,0.5700384749698413,0.001,45.0
6,1.261113204653301,0.4962675796996148,0.24879372699393165,1.2796322330832481,0.4918026328086853,0.828888475894928,0.7497105002403259,0.7261854410171509,0.712655782699585,0.5704645561938757,0.001,42.06
7,1.2520045042037964,0.4985518209234506,0.1929435772555215,1.2726592719554901,0.4929063022136688,0.8318182826042175,0.7519115805625916,0.7214295864105225,0.7167816162109375,0.5726040999604574,0.001,47.57
8,1.2437241928918021,0.4997362422987728,0.1775457797542451,1.2688869312405586,0.49525415897369385,0.83189857006073,0.7532640695571899,0.7196034789085388,0.7124233245849609,0.5731247485377977,0.001,45.28
9,1.2379134098688762,0.5020254600830091,0.24223188996788056,1.2646884843707085,0.4941103160381317,0.8330624103546143,0.7539081573486328,0.7189011573791504,0.7157855033874512,0.5736587243476339,0.001,40.33
10,1.2335899651996673,0.5026674363746753,0.2647297124540995,1.2643773928284645,0.49170228838920593,0.8334838151931763,0.753288745880127,0.7204864025115967,0.7200981974601746,0.5737239227728381,0.001,39.44
11,1.2279887066947088,0.5050163728837177,0.3036425518138068,1.2613112851977348,0.4950735569000244,0.8336443901062012,0.7543680667877197,0.7183592915534973,0.7165453433990479,0.5738109776043977,0.001,44.0
12,1.221532704338195,0.5070318798459257,0.27411045003978035,1.2623995393514633,0.4950334131717682,0.8311961889266968,0.7533895373344421,0.7212088108062744,0.710101842880249,0.5727480978544663,0.001,46.68
13,1.2155425908073547,0.508071980969633,0.2659154887946825,1.2628404051065445,0.49647822976112366,0.8307747840881348,0.7524792551994324,0.7222121953964233,0.7208293676376343,0.5714933340707482,0.001,36.54
14,1.2125596583835663,0.509709269341402,0.34095615633423365,1.261996902525425,0.49485281109809875,0.8308550715446472,0.7517149448394775,0.7232958078384399,0.7156721353530884,0.5710947538562899,0.001,47.95
15,1.2063174796482874,0.5099531208010272,0.2604071365462409,1.2630167976021767,0.4949531555175781,0.8320389986038208,0.7522372007369995,0.7223526835441589,0.71955406665802,0.5714348344543054,0.001,46.64
