epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,lr,epoch_time_s
1,2.5826004099845887,0.17387138575767128,2.3722384572029114,1.7306675360752986,0.24631135165691376,0.7231605648994446,0.4587254822254181,1.0711864233016968,0.5140908360481262,0.001,126.73
2,1.482267301082611,0.3943908259910241,0.5497056284546852,1.3386759941394513,0.45104339718818665,0.8345938920974731,0.7304186820983887,0.7477809190750122,0.7124978303909302,0.001,126.71
3,1.3059717726707458,0.47280468707003087,0.28433425337076185,1.2818130346444936,0.4673655331134796,0.8470755219459534,0.7516254782676697,0.7139316201210022,0.7258460521697998,0.001,127.04
4,1.2563569593429564,0.48638107960714266,0.2890531131625175,1.2695782001201923,0.4805133640766144,0.8449005484580994,0.7565255761146545,0.7070245742797852,0.7261340022087097,0.001,128.86
5,1.2326512479782104,0.49568467346111705,0.3670642605423927,1.2572803864112267,0.4878220856189728,0.8457333445549011,0.761210560798645,0.7007935643196106,0.7357842922210693,0.001,129.68
6,1.2197185730934144,0.5016760978440878,0.42493430465459825,1.2540320708201482,0.49359261989593506,0.8434211611747742,0.7623856067657471,0.7004996538162231,0.7291073203086853,0.001,129.73
7,1.2122739005088805,0.5051458705452071,0.3751441219449043,1.252336208636944,0.49562063813209534,0.841363787651062,0.7618946433067322,0.7027040123939514,0.7347854971885681,0.001,125.0
8,1.2103930807113648,0.5084980662333829,0.4562091025710106,1.2524462113013635,0.49659058451652527,0.8407171368598938,0.7614179253578186,0.7031939029693604,0.7340968251228333,0.001,128.89
9,1.2079557633399964,0.5100841050888332,0.4164839066565037,1.259329263980572,0.497344970703125,0.836024284362793,0.7575240135192871,0.7113059759140015,0.7325886487960815,0.001,131.73
10,1.2032772135734557,0.5122455208161346,0.4890624845027924,1.2510206882770245,0.4977368414402008,0.8395317196846008,0.7614852786064148,0.703850269317627,0.7332274913787842,0.001,131.13
11,1.1989740204811097,0.5124581600948621,0.5386390291154385,1.2516533503165612,0.4965023994445801,0.8399333953857422,0.7609982490539551,0.7051827311515808,0.7246237397193909,0.001,128.72
12,1.1989442276954652,0.5133062155711992,0.595555160343647,1.2610992651719313,0.497521311044693,0.8339179158210754,0.7565054297447205,0.7147448062896729,0.7295414805412292,0.001,129.82
13,1.1927758049964905,0.5149072642580891,0.4837357634305954,1.2519797453513513,0.49872636795043945,0.8382776379585266,0.7604392766952515,0.7060840725898743,0.7261441946029663,0.001,126.55
14,1.186992380619049,0.5154801394913668,0.4171124778687954,1.251631076519306,0.49866756796836853,0.8381307125091553,0.7603569030761719,0.7062016129493713,0.7216664552688599,0.001,128.35
15,1.182572491168976,0.5163732244620226,0.32741829693317415,1.253127703299889,0.4990692734718323,0.8373175263404846,0.760061502456665,0.7072890996932983,0.7236801981925964,0.001,128.0
