epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,lr,epoch_time_s
1,2.256167457217262,0.2529113331640553,1.3307801934461745,1.3822673633694649,0.41380631923675537,0.828963041305542,0.7035285234451294,0.7877456545829773,0.687441349029541,0.001,21.62
2,1.3562253070256067,0.4474864702045775,0.2650202966871716,1.297852486371994,0.46725788712501526,0.8396855592727661,0.7435059547424316,0.7279451489448547,0.7080667018890381,0.001,24.77
3,1.2932216137174577,0.47608947837473176,0.1960891117415731,1.2739135846495628,0.48237428069114685,0.8401088118553162,0.7521415948867798,0.7151063084602356,0.7221958041191101,0.001,26.08
4,1.2704830945484222,0.4854595151678093,0.1937569466138643,1.2654604762792587,0.4874735474586487,0.8386979699134827,0.7528138160705566,0.7152070999145508,0.7313392758369446,0.001,24.1
5,1.2601157862042625,0.49125977705087803,0.22103688239105165,1.256891705095768,0.492129385471344,0.8387181162834167,0.7554520964622498,0.7127481698989868,0.7255947589874268,0.001,24.84
6,1.2524615090990823,0.4959696892752411,0.22645854630640574,1.250675491988659,0.49646276235580444,0.8393228054046631,0.7573315501213074,0.7089992761611938,0.7272709012031555,0.001,24.08
7,1.244599698081849,0.4996589545588067,0.2562841971715291,1.2440077289938927,0.5003123879432678,0.8383351564407349,0.7583199739456177,0.7069838047027588,0.7298057675361633,0.001,24.19
8,1.2391050278194367,0.5028802158792749,0.2427102524846319,1.2425578013062477,0.5045449733734131,0.8357956409454346,0.7570608854293823,0.7082535624504089,0.7180271744728088,0.001,24.7
9,1.2364254906063987,0.5057927937347214,0.34064361382098424,1.2375409007072449,0.5052302479743958,0.8367025852203369,0.7584933638572693,0.7068225145339966,0.7254168391227722,0.001,24.02
10,1.2348516933501712,0.5071022090782812,0.27195544647318975,1.2375168278813362,0.5069636106491089,0.8347676992416382,0.7571515440940857,0.7084349393844604,0.7150000333786011,0.001,24.07
11,1.2319304394343542,0.5083120491105435,0.3187028784600515,1.23423220962286,0.5077093839645386,0.8369444608688354,0.7592646479606628,0.7051697969436646,0.7168790102005005,0.001,24.03
12,1.231445827181377,0.5087053715901679,0.3153613284230232,1.2359844222664833,0.5089589953422546,0.8347072601318359,0.7571303248405457,0.7081527709960938,0.7136579155921936,0.001,24.63
13,1.230881480943589,0.5100147869337277,0.4377078823153935,1.23505000770092,0.5107125043869019,0.8349087834358215,0.7580965757369995,0.7066814303398132,0.7130861282348633,0.001,24.55
14,1.229754230332753,0.5104230457100466,0.3417679792831814,1.2353115230798721,0.5101683139801025,0.8344653844833374,0.7567136883735657,0.7078907489776611,0.7249752283096313,0.001,24.31
15,1.2306130500066847,0.5098106575455682,0.4855027159764653,1.234365001320839,0.5108334422111511,0.8350297212600708,0.7574323415756226,0.7060768008232117,0.7158970236778259,0.001,24.81
16,1.2261666456858318,0.511413820057455,0.3288472390600613,1.2357588037848473,0.5099667310714722,0.8341429233551025,0.7565463781356812,0.7089791297912598,0.7126590609550476,0.001,24.4
17,1.2265107101864285,0.5112644570905089,0.3599045229336572,1.2357028871774673,0.5112163424491882,0.8340622782707214,0.7567800879478455,0.7081527709960938,0.7094946503639221,0.001,24.15
18,1.2260544716365753,0.5111798180759063,0.3574500715448743,1.2350507974624634,0.5122039914131165,0.8337801098823547,0.7572633624076843,0.7076085805892944,0.7109211683273315,0.001,24.46
19,1.224286669776553,0.5114984590720577,0.31648562257252044,1.235438011586666,0.5110148191452026,0.83430415391922,0.7567534446716309,0.7081527709960938,0.7095077037811279,0.001,23.86
20,1.2232440009949699,0.5123896581081686,0.3591737701069741,1.2374957501888275,0.5093419551849365,0.8339211940765381,0.7548299431800842,0.7109946608543396,0.708544909954071,0.001,24.01
21,1.2237276747113182,0.5116428432734388,0.3943693516036821,1.2352356612682343,0.5104303359985352,0.8343444466590881,0.7558794617652893,0.7082938551902771,0.7138789296150208,0.001,23.67
22,1.2219072580337524,0.512822810712312,0.32433601114011945,1.2341409996151924,0.509926438331604,0.8350498676300049,0.7563484907150269,0.7070845365524292,0.7159192562103271,0.001,24.23
23,1.2214234291561066,0.5128327682434417,0.3612493728361433,1.23825803399086,0.5100473761558533,0.8323894143104553,0.7544940710067749,0.7123450636863708,0.7161281704902649,0.0009000000000000001,24.28
24,1.2208346355529058,0.5128725983679606,0.37823382824186297,1.2337093129754066,0.5104504823684692,0.8356142044067383,0.7567235827445984,0.7069031596183777,0.7213131785392761,0.0009000000000000001,24.3
