epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,val_kendall_tau,lr,epoch_time_s
1,2.1969480703747464,0.2575419772869783,1.279491607158903,1.4299977347254753,0.4293540418148041,0.8023197650909424,0.6875309944152832,0.8224871158599854,0.6587955355644226,0.5300927548648633,0.001,48.38
2,1.3533962605491516,0.466657045316559,0.15337510631671028,1.3320871591567993,0.47382256388664246,0.8170288801193237,0.7290687561035156,0.7632291913032532,0.6909686923027039,0.5543596977128243,0.001,46.9
3,1.3117613622120448,0.4820047575917429,0.13588861979189373,1.3143750056624413,0.48140791058540344,0.8178516030311584,0.735480546951294,0.753998339176178,0.6946948170661926,0.5579810791103378,0.001,47.19
4,1.2967226221447898,0.48832498930039514,0.15151316152205543,1.30695079267025,0.4878694713115692,0.8168883919715881,0.7372626066207886,0.7524732351303101,0.6988388895988464,0.5575356694185569,0.001,32.78
5,1.28432297706604,0.49427695553940937,0.14062068564078165,1.2937140986323357,0.4937892556190491,0.8201192021369934,0.7435124516487122,0.7409146428108215,0.7008410096168518,0.5624761472328385,0.001,37.6
6,1.2709744790243724,0.49704889968249544,0.14210118116840484,1.285337157547474,0.49415045976638794,0.823470413684845,0.7467818856239319,0.7345132827758789,0.7019903659820557,0.5658921507640056,0.001,39.7
7,1.2608261070554219,0.49847717251744283,0.19429831100361689,1.277797132730484,0.4948728680610657,0.8268817663192749,0.7499603629112244,0.7280517220497131,0.7105290293693542,0.5688185987461951,0.001,49.04
8,1.2538936611205813,0.5005374685232554,0.2205230657543455,1.27893728017807,0.4965585172176361,0.8245740532875061,0.7483517527580261,0.7301787734031677,0.7071873545646667,0.5681162781426355,0.001,47.92
9,1.247440637104095,0.500930616794896,0.2409200876478165,1.279039315879345,0.4945317506790161,0.8255172371864319,0.7486867904663086,0.7304195761680603,0.710266649723053,0.5698736758107779,0.001,48.15
10,1.2452810548600697,0.5024882802002568,0.3706414407444379,1.2682929337024689,0.49473240971565247,0.830152690410614,0.7525604367256165,0.7224931120872498,0.7107493877410889,0.5717216693664753,0.001,42.91
11,1.2364720484567067,0.5037821859043903,0.24007634806727607,1.2664465308189392,0.4950334131717682,0.8303132653236389,0.7524230480194092,0.7233359217643738,0.7113385200500488,0.5712675162489383,0.001,47.41
12,1.2315508751642137,0.5044241621960566,0.24373225737658757,1.2644811645150185,0.49563542008399963,0.8303934931755066,0.7530646324157715,0.7219312787055969,0.7113273739814758,0.5720366262847737,0.001,34.37
13,1.227186335457696,0.5046729902160823,0.23498435803349055,1.262836828827858,0.4959564805030823,0.8309352993965149,0.753061830997467,0.7216101884841919,0.7118642330169678,0.5720185391585647,0.001,34.93
14,1.221748261224656,0.5055538414069731,0.2582035492809992,1.2653595730662346,0.49390965700149536,0.8312764763832092,0.7523595094680786,0.7227339148521423,0.712166965007782,0.5730786348357113,0.001,33.98
15,1.2181437412897747,0.5052602243433428,0.24357405636045668,1.2618338987231255,0.49675917625427246,0.8312764763832092,0.7537468075752258,0.7205666899681091,0.7129260301589966,0.5722718770280076,0.001,31.19
