epoch,train_loss,val_loss,qwk,cat_acc,ece,nll
1,3.229422535215105,2.936449021100998,0.15248094006569013,0.34515732899308205,0.12476351670920849,1.467749148607254
2,2.763368084317162,2.6459142863750458,0.2562978864545007,0.43260180950164795,0.07451628195121884,1.3373434841632843
3,2.524871372041248,2.4280594289302826,0.3259740005376599,0.5030351169407368,0.046384836081415415,1.218714416027069
4,2.3047388091919916,2.178932100534439,0.42494219859591015,0.5623045414686203,0.029978853650391102,1.109155312180519
5,2.0714885412700594,1.9423632770776749,0.5242974331349615,0.5935065373778343,0.026746547780930996,1.0393204540014267
6,1.8730386684811304,1.800816535949707,0.581363559731837,0.606126680970192,0.045820355881005526,1.0201281905174255
7,1.7840634338439456,1.7333740890026093,0.6055197793275322,0.6147332936525345,0.047400998417288065,1.0038616210222244
8,1.7235745305106753,1.6868330985307693,0.6251194470184638,0.6177887991070747,0.047269154572859406,0.993073970079422
9,1.6826283666822646,1.6548236012458801,0.633657108116797,0.6215493679046631,0.04928502533584833,0.98544030636549
10,1.6581093186423892,1.634357288479805,0.6376594629740767,0.624098151922226,0.05130164627917111,0.9802749454975128
11,1.6346953123334855,1.6164760738611221,0.6441835366529629,0.624793715775013,0.05149263981729746,0.9758571237325668
12,1.6200785315225994,1.6046323776245117,0.6437376429774117,0.6247572302818298,0.05490702576935291,0.9723157435655594
13,1.604318828809829,1.5874626189470291,0.6536186864155834,0.6255442798137665,0.05414348468184471,0.9655847027897835
14,1.5946958500241477,1.578410029411316,0.656162069700905,0.6263172626495361,0.054781756829470396,0.9630240648984909
15,1.586809521629697,1.5704787820577621,0.6592984766267116,0.62635837495327,0.05456726253032684,0.9588714465498924
16,1.5787647773349096,1.563824713230133,0.6602092319035038,0.6266940012574196,0.057637061923742294,0.9579595401883125
17,1.5684771102572244,1.5557535737752914,0.6634237984241762,0.6269479170441628,0.059384151827543974,0.9554199129343033
18,1.562638208979652,1.5497098118066788,0.66656181731925,0.6273568719625473,0.057447063736617565,0.9534729048609734
19,1.5585032739336528,1.5496839731931686,0.6657561427874226,0.6279872953891754,0.059282833244651556,0.9529947713017464
20,1.5547543593815394,1.5420861393213272,0.6690636953687337,0.6280832439661026,0.05731181055307388,0.9475374221801758
