epoch,train_loss,val_loss,qwk,cat_acc,ece,nll
1,2.9387082410237144,2.7734658122062683,0.15075326786274945,0.48165443539619446,0.05514732422307134,1.3729624450206757
2,2.48370983865526,2.1943625807762146,0.45708902770172444,0.5710660666227341,0.05132424016483128,1.122031882405281
3,1.96493951668815,1.8608723878860474,0.5984219613952607,0.5952355265617371,0.028021086240187287,1.043354094028473
4,1.7722584671444364,1.760312169790268,0.6319560115242014,0.600383996963501,0.04834812437184155,1.0214517638087273
5,1.7034327302660262,1.709327518939972,0.6472035284022419,0.6070182025432587,0.056755040772259235,1.0057713240385056
6,1.6628230885853843,1.6775532066822052,0.6644749974409494,0.6101258620619774,0.054559445939958096,0.9935672730207443
7,1.6318020896306114,1.6498638838529587,0.679709493863843,0.6135433539748192,0.048584869131445885,0.9828992858529091
8,1.608057461087666,1.628348782658577,0.6869330480706725,0.6145917773246765,0.05020607961341739,0.9794740304350853
9,1.5878059788355752,1.6123316884040833,0.6935908036354717,0.6182544752955437,0.05250218231230974,0.9778736978769302
10,1.569618823036315,1.597011759877205,0.6994917418372054,0.6188977286219597,0.05110321752727032,0.9747219830751419
11,1.5586289299858942,1.5826706439256668,0.7023004715854267,0.6200825795531273,0.05594855919480324,0.9752704277634621
12,1.54183486529759,1.5678894519805908,0.7082674674025272,0.621003769338131,0.05543526215478778,0.9716959148645401
13,1.5322523438741291,1.558486595749855,0.7071162770466075,0.6212978661060333,0.05645187571644783,0.9690279513597488
14,1.5209407730708047,1.5511770248413086,0.7098548050892131,0.6230687871575356,0.05660806829109788,0.9702311381697655
15,1.510866607938494,1.5391272604465485,0.7146700710808161,0.6241293624043465,0.05417001433670521,0.9666967168450356
16,1.4942092649520389,1.5272004008293152,0.7182597940305323,0.623677171766758,0.05511029064655304,0.9629924595355988
17,1.4812581217478191,1.512092337012291,0.7221672964478196,0.6254430934786797,0.05609983345493674,0.9588034376502037
18,1.462544698563833,1.5008820742368698,0.7221929847015807,0.6271806955337524,0.06221211049705744,0.9568324834108353
19,1.4528019163343642,1.4887832552194595,0.7266355603114182,0.628138430416584,0.06033721845597029,0.9509559124708176
20,1.4447040198341248,1.4791021198034286,0.7308604410422385,0.6295365989208221,0.059251534286886454,0.9473484605550766
