epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,val_kendall_tau,lr,epoch_time_s
1,1.6319117546081543,0.3311128038914032,0.43957440093869254,1.3549385592341423,0.47072458267211914,0.8112465739250183,0.7173718214035034,0.7790789008140564,0.688084065914154,0.5434239252863031,0.001,26.55
2,1.3145339564671592,0.4810084987528192,0.1485286256860173,1.3002740889787674,0.49085962772369385,0.8177164196968079,0.7376992702484131,0.7513251900672913,0.6965440511703491,0.5553699502906205,0.001,21.26
3,1.2926211886935763,0.49368443588096766,0.12835638733610275,1.2873456105589867,0.49793410301208496,0.8199133276939392,0.7414270639419556,0.7435855865478516,0.699989378452301,0.5576761755370631,0.001,18.38
4,1.2766732791113475,0.4997435935734094,0.174407488060376,1.2676754966378212,0.5009775161743164,0.8287614583969116,0.7503370046615601,0.7248815894126892,0.7072772979736328,0.5670387857418859,0.001,20.41
5,1.263995405227419,0.5011973931183502,0.1922160497023946,1.2653784528374672,0.5014612674713135,0.8294064402580261,0.7503573894500732,0.7243776917457581,0.7123627662658691,0.5698864651542948,0.001,24.64
6,1.2553786190729292,0.5033681349046317,0.23893742156880243,1.25436020642519,0.5047868490219116,0.8319459557533264,0.7533319592475891,0.7172629237174988,0.7122530937194824,0.5701785965632553,0.001,25.63
7,1.2496987694785708,0.5061014771997431,0.31469979149008553,1.2606758624315262,0.5044038891792297,0.8275118470191956,0.7496111989021301,0.7255064249038696,0.7059528231620789,0.5703213870684711,0.001,25.79
8,1.2486797836091783,0.5066790140052675,0.42387049160306417,1.2454863116145134,0.5081729292869568,0.8344855308532715,0.7547769546508789,0.7111961841583252,0.7135498523712158,0.5723191767259492,0.001,26.18
9,1.242190120712159,0.507774342429538,0.28019578388286015,1.2459450513124466,0.5093419551849365,0.8340421319007874,0.7528583407402039,0.7123450636863708,0.7141932845115662,0.5709916327873666,0.001,25.94
10,1.2434344253842793,0.5090837577730978,0.48116142988678007,1.2471248507499695,0.5107930898666382,0.8303335905075073,0.7517458200454712,0.7173032164573669,0.7050794363021851,0.5689444332120978,0.001,26.02
11,1.2398731840981378,0.5097758061866141,0.33240136847136514,1.2456953078508377,0.5099667310714722,0.83101886510849,0.7510954141616821,0.717383861541748,0.7048021554946899,0.5691733394230569,0.001,26.05
12,1.2388362033026559,0.5098206150766978,0.38259419538672007,1.2444310188293457,0.5095434784889221,0.8327723741531372,0.7509205341339111,0.7152070999145508,0.711368978023529,0.5690225949720035,0.001,26.62
13,1.2387011429620167,0.5100944471827655,0.3972868924103086,1.2432938143610954,0.5110954642295837,0.8320668935775757,0.7506571412086487,0.7156907916069031,0.7165212631225586,0.5685537742630381,0.001,27.18
14,1.2382892256691342,0.510891049673144,0.48895518233378726,1.2430576011538506,0.5106117129325867,0.8318048715591431,0.7498906850814819,0.7173435688018799,0.7061131000518799,0.5677228348357117,0.001,26.6
15,1.237758443469093,0.5114735652442334,0.4673084607200017,1.2430898696184158,0.5095434784889221,0.8320064544677734,0.7499950528144836,0.7166784405708313,0.7092270255088806,0.5691048341503627,0.001,25.59
