epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,val_kendall_tau,lr,epoch_time_s
1,1.398167992395068,0.43677137184852,1.1826880262011574,0.9707571528851986,0.6125190854072571,0.9031699895858765,0.5688863396644592,0.4978075325489044,0.5507206916809082,0.3165927935127016,0.001,20.34
2,0.935770951566242,0.6216781024694368,0.12804143249042452,0.9201283231377602,0.6273232102394104,0.9118593335151672,0.6057230234146118,0.47238314151763916,0.5621024966239929,0.3317307121167381,0.001,19.79
3,0.9036352303293016,0.6339282604477129,0.10480030034742659,0.9047810733318329,0.6387078762054443,0.9117386937141418,0.6174041032791138,0.4618432819843292,0.5482140779495239,0.3312673654454645,0.001,19.44
4,0.8950139700420319,0.6394910860446718,0.12297956882015107,0.8970322832465172,0.642127275466919,0.9120404124259949,0.6240571737289429,0.4576796293258667,0.5521291494369507,0.3347188690252567,0.001,20.88
5,0.8921226253585209,0.6410186240216542,0.18794415270288786,0.8941045068204403,0.6420468091964722,0.9107329845428467,0.624899685382843,0.45965081453323364,0.5532947778701782,0.33565084307971366,0.001,27.41
6,0.8874244633175078,0.6431780751031213,0.15525478112792213,0.8909650035202503,0.6420065760612488,0.911557674407959,0.6264727115631104,0.4585646390914917,0.5570706129074097,0.33752211407518357,0.001,25.77
7,0.8863065015702021,0.643466665339815,0.2340415402773827,0.8947800435125828,0.6483426094055176,0.9119197130203247,0.6189413666725159,0.45228901505470276,0.5298247933387756,0.3249589772358671,0.001,24.37
8,0.8846935696072049,0.6441632624628689,0.26770424423000166,0.8878861777484417,0.6438369750976562,0.9122817516326904,0.6271176338195801,0.4560302495956421,0.5527071952819824,0.33602707371055135,0.001,24.28
9,0.8822575656194536,0.644272727725063,0.22443824610303317,0.8852005004882812,0.642147421836853,0.9120806455612183,0.6304687857627869,0.4577399492263794,0.5664123892784119,0.3404805144185183,0.001,23.86
10,0.8801827099588182,0.6452429880036024,0.2335020069565092,0.8854928351938725,0.6430525183677673,0.9121007323265076,0.6290565133094788,0.4576192796230316,0.5610714554786682,0.33938088070013284,0.001,23.93
11,0.8779672166657826,0.6453474775720605,0.21893952715964543,0.8879947997629642,0.6491672992706299,0.9116783142089844,0.6224315166473389,0.45236945152282715,0.5361542701721191,0.3285841742751398,0.001,24.55
12,0.8781367228144691,0.6458002657020455,0.24381201921237838,0.8830776512622833,0.6402968764305115,0.91304612159729,0.6323052644729614,0.4585847556591034,0.5787183046340942,0.345613413805863,0.001,23.39
13,0.8779767136725168,0.6467207690432238,0.3327883291575644,0.8909357711672783,0.6531499028205872,0.9114972949028015,0.6158376932144165,0.44895002245903015,0.5236604809761047,0.3207544309423628,0.001,29.95
14,0.876524443664248,0.6470242863611259,0.19395782774876033,0.8822804614901543,0.6394319534301758,0.9115978479385376,0.6326444149017334,0.4615214467048645,0.5843134522438049,0.34742272042945516,0.001,23.43
15,0.8754206356548128,0.6480144494146096,0.2832880031376604,0.8821906745433807,0.6416646838188171,0.9109944701194763,0.6302926540374756,0.46047550439834595,0.574804961681366,0.3440301015191901,0.001,21.31
