epoch,train_loss,val_loss,qwk,cat_acc,ece,nll
1,2.8124153159913563,2.6126749217510223,0.23852930174460474,0.481514785438776,0.06956733018159866,1.4528383761644363
2,2.4029908482990567,2.0209291130304337,0.5284595636590745,0.5408233776688576,0.06431602919474244,1.1478407979011536
3,1.6604539307336958,1.5624150931835175,0.7036890522120247,0.6130936667323112,0.04575808485969901,0.9666226208209991
4,1.5094261491109455,1.5185391455888748,0.7177748348287478,0.6183354631066322,0.04926621075719595,0.9488613530993462
5,1.4840953350067139,1.4979059547185898,0.7274665259504528,0.6207910999655724,0.04548740666359663,0.9397718831896782
6,1.4624085918305412,1.485497236251831,0.7331687889858686,0.6218163967132568,0.04272890789434314,0.9335890933871269
7,1.4463718183456906,1.4713102728128433,0.7327191449129966,0.6262803077697754,0.050724759697914124,0.931404821574688
8,1.4391893015967474,1.4593624025583267,0.7390508500310137,0.6273910477757454,0.044445980340242386,0.9232982844114304
9,1.4292986771417042,1.4558476507663727,0.7386099951047267,0.626573234796524,0.04923686105757952,0.9234576523303986
10,1.4205684699709453,1.446329489350319,0.7447191976284917,0.6291683912277222,0.04093018593266606,0.9158573523163795
