epoch,train_loss,train_accuracy,train_grad_norm,val_loss,val_categorical_accuracy,val_ordinal_accuracy,val_qwk,val_mae,val_spearman,val_kendall_tau,lr,epoch_time_s
1,4.323989292931935,0.15759534969441277,3.980415102508333,2.98963263630867,0.14587058126926422,0.5056552290916443,0.2992043197154999,1.5067400932312012,0.39866283535957336,0.33054356983561084,0.001,17.73
2,2.75613552426535,0.15784938309731472,0.5515699935337853,2.6253653317689896,0.16987764835357666,0.5949936509132385,0.43108105659484863,1.3600056171417236,0.5172110199928284,0.4234338384751472,0.001,16.79
3,2.499577000027611,0.18518038862129596,0.4534491956943557,2.441197842359543,0.20131787657737732,0.6313156485557556,0.49889686703681946,1.2775378227233887,0.5670973658561707,0.46255443619668685,0.001,16.41
4,2.3470176817878845,0.21474788430023758,0.4262458413602814,2.3183872401714325,0.22076460719108582,0.6526709198951721,0.5414460301399231,1.225766897201538,0.5974242687225342,0.4885217548797007,0.001,16.45
5,2.2378760481637623,0.2314692594677253,0.3407827363837333,2.2278703302145004,0.23563091456890106,0.6703698635101318,0.5674498677253723,1.1891837120056152,0.6193733811378479,0.5026294754838664,0.001,16.37
6,2.1532291533455017,0.24439507673303082,0.3842718880327921,2.149400994181633,0.24414891004562378,0.6844727396965027,0.5891494750976562,1.1591297388076782,0.637003481388092,0.5182584556425835,0.001,16.46
7,2.081471600229778,0.25569209159149436,0.2620873434676064,2.0843673199415207,0.25869378447532654,0.6983948349952698,0.6108710765838623,1.1272475719451904,0.6495238542556763,0.529672583694607,0.001,16.3
8,2.022909752906315,0.267910600166367,0.27707628373588833,2.029941901564598,0.26823633909225464,0.7097253799438477,0.6269299387931824,1.1034011840820312,0.6602041125297546,0.5387530744014886,0.001,15.73
9,1.9705477915112934,0.2789187142921185,0.2462628415179631,1.9857448041439056,0.2768346965312958,0.7203929424285889,0.6400333642959595,1.0832713842391968,0.6665695309638977,0.5458656005591787,0.001,15.55
10,1.9257295680424524,0.28895054318318797,0.27807248750376323,1.9429459869861603,0.29023444652557373,0.7291921973228455,0.655927836894989,1.0590031147003174,0.6761619448661804,0.5522886406698546,0.001,15.59
11,1.8876451783710055,0.2998191879896992,0.26074383466962786,1.9080738201737404,0.29728588461875916,0.7370271682739258,0.6653177738189697,1.0433131456375122,0.6813108921051025,0.5575968102338236,0.001,15.88
12,1.8541737265057034,0.30899925782397974,0.23552182133472155,1.8768391907215118,0.3011029064655304,0.7428531050682068,0.6753861308097839,1.0305763483047485,0.6898043751716614,0.5626242724657254,0.001,15.79
13,1.8243128874945262,0.31668501352354295,0.29123484733558835,1.8497538417577744,0.3153665363788605,0.7494224309921265,0.6858004331588745,1.0121742486953735,0.6882878541946411,0.5645737060295465,0.001,15.58
14,1.797298338678148,0.3253520355049038,0.2615815255613554,1.8265931904315948,0.3227996826171875,0.7549068927764893,0.6923342347145081,0.9997588992118835,0.6929444074630737,0.5680983283885221,0.001,15.59
15,1.7727820570506747,0.3324848949746216,0.23774926139721794,1.804050512611866,0.32926854491233826,0.7591257095336914,0.6995846033096313,0.9888904690742493,0.6960372924804688,0.5701749879648746,0.001,15.53
